cust_id,°¡°ø½ÄÇ°,°¡°ø½ÄÇ°2,³²¼ºÆÐ¼Ç,³²¼ºÆÐ¼Ç2,¸®ºù,¸®ºù2,¸®ºùÄÁÅÙÃ÷,¸®ºùÄÁÅÙÃ÷2,½ºÆ÷Ã÷ÆÀ,½ºÆ÷Ã÷ÆÀ2,½Å¼±½ÄÇ°,½Å¼±½ÄÇ°2,¾Æµ¿/Å×³ÍÆ®,¾Æµ¿/Å×³ÍÆ®2,¿©¼ºÆÐ¼Ç,¿©¼ºÆÐ¼Ç2,¿µÆÐ¼Ç,¿µÆÐ¼Ç2,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ,¿ÍÄ¡ÁÖ¾ó¸®ÆÀ2,ÇØ¿Ü¸íÇ°ÆÀ,ÇØ¿Ü¸íÇ°ÆÀ2,"ÇØ¿ÜºäÆ¼,ACCÆÀ","ÇØ¿ÜºäÆ¼,ACCÆÀ2",F&B,F&B2,¸ÅÃâÇÕ°è
104015022,59,"12,389",26,"7,655",57,"40,962",1,153,11,"4,007",58,"12,925",12,"6,779",90,"474,096",1,390,26,"12,203",117,"149,148",49,"13,704",91,"4,784","739,194"
104044197,44,"2,348",,,3,227,,,,,12,346,,,3,275,,,,,109,"1,003,119",10,740,13,317,"1,007,372"
104073998,2,32,,,,,,,7,179,5,124,,,13,"115,409",3,"22,329",2,"8,073",7,"45,660",1,46,35,"1,341","193,192"
104093209,62,"4,909",,,8,"1,217",,,13,"3,219",23,"2,000",10,462,15,"9,218",9,"2,192",2,290,11,"133,040",6,789,69,"1,541","158,876"
104142006,34,"9,507",3,"4,868",3,"2,707",,,2,516,20,"6,410",5,"4,124",3,"2,039",,,4,"369,727",8,"15,380",12,"4,105",27,"1,783","421,166"
104239403,195,"3,896",23,"2,202",91,"37,186",3,97,73,"23,328",184,"2,761",7,148,131,"47,213",23,"1,567",5,"10,971",3,"2,897",99,"10,173",81,"1,743","144,181"
104245439,36,"11,687",,,26,"4,979",1,45,14,"1,567",73,"5,264",4,107,6,"6,913",10,"1,399",,,57,"86,377",50,"21,952",129,"7,001","147,289"
104274324,18,"2,069",38,"13,901",19,"8,252",1,58,154,"44,712",6,729,31,"2,626",49,"15,659",78,"12,004",1,105,34,"32,375",39,"11,299",50,"2,501","146,291"
104294041,54,"9,413",12,"6,047",40,"34,238",1,33,40,"9,319",41,"5,532",61,"9,587",63,"49,244",10,"2,577",4,"8,250",15,"16,198",30,"4,008",117,"3,310","157,756"
104340642,35,"4,958",,,8,"1,227",2,146,1,239,19,"2,724",4,281,1,55,,,2,"98,010",32,"49,869",18,"12,177",128,"5,329","175,015"
104365003,105,"13,555",54,"10,668",34,"22,969",1,261,80,"22,541",66,"10,195",21,"5,157",131,"30,236",,,,,31,"23,716",90,"28,913",317,"14,496","182,707"
104365477,102,"12,963",45,"18,957",19,"6,129",,,42,"10,928",91,"17,119",18,"6,099",25,"4,624",12,"2,179",13,"28,211",5,"1,221",53,"12,670",93,"1,879","122,979"
104379966,66,"5,008",4,"2,354",22,"8,966",,,7,"2,435",64,"7,909",,,5,359,,,9,"160,746",,,8,"2,260",35,676,"190,713"
104434431,111,"17,271",16,499,24,"5,158",,,145,"43,532",74,"8,904",19,"2,512",34,"6,407",19,"1,787",1,235,36,"72,398",47,"11,918",298,"7,872","178,492"
104436365,7,260,10,"6,089",10,"4,364",1,100,48,"29,447",8,962,9,"1,719",65,"58,234",14,"3,948",5,"2,042",20,"31,801",44,"9,844",70,"1,834","150,643"
104438113,55,"3,506",1,78,9,"1,696",,,27,"9,961",67,"3,429",59,"5,347",26,"23,626",2,942,1,310,120,"156,656",50,"21,745",75,"4,232","231,528"
104507751,101,"17,087",2,"1,156",3,219,,,3,358,154,"8,399",8,608,23,"4,211",,,14,"183,162",84,"74,103",19,"6,623",439,"13,952","309,876"
104523441,211,"24,669",4,"2,300",10,"37,006",,,5,"1,496",93,"12,976",3,"1,653",,,,,1,416,63,"126,256",23,"1,683",73,"2,111","210,567"
104527871,11,"7,843",15,"13,840",33,"56,037",4,"1,788",27,"15,107",11,"2,523",1,47,58,"38,528",5,"1,887",1,"10,000",27,"67,891",33,"13,488",30,"1,662","230,643"
104546969,18,"1,609",,,4,138,1,152,51,"5,854",4,401,3,21,23,"55,518",2,727,26,"130,090",9,"7,054",40,"6,220",59,"1,489","209,272"
104547032,58,"8,460",10,"5,517",10,"4,001",,,19,"11,867",88,"15,093",27,"9,297",27,"11,031",11,"3,584",3,293,54,"149,893",20,"2,783",110,"2,919","224,738"
104548338,6,277,2,868,12,"7,824",5,384,12,"2,129",2,54,5,471,7,"5,586",2,"2,119",6,"59,086",36,"52,413",43,"23,214",44,"1,572","155,996"
104548955,,,,,3,"12,150",,,,,,,,,,,,,3,"155,500",1,553,8,738,1,10,"168,951"
104568079,41,"3,416",5,"2,487",8,266,,,29,"14,884",13,"1,025",37,"5,089",19,"8,271",2,0,12,"19,250",25,"55,363",42,"18,737",119,"5,862","134,650"
104576231,56,"4,256",18,"7,228",32,"20,125",,,20,"2,473",84,"13,432",,,53,"33,678",16,"1,759",4,0,61,"33,541",41,"23,496",47,"1,123","141,110"
104605144,117,"13,872",8,"3,187",28,"42,912",,,9,"3,880",56,"11,594",3,"1,516",7,"3,257",,,7,"52,159",10,"7,165",3,"13,162",69,"1,380","154,084"
104645917,163,"16,505",102,"2,876",18,"7,912",,,5,"1,174",88,"10,824",20,"5,944",30,"10,248",1,11,1,"130,000",41,"36,826",55,"10,970",394,"16,093","249,383"
104676344,272,"28,271",5,"4,854",18,"8,469",,,38,"23,462",255,"21,636",24,"1,565",6,"1,186",2,157,1,"1,535",30,"62,913",36,"4,929",485,"9,925","168,902"
104708301,52,"7,089",11,419,23,"13,808",,,6,"1,429",34,"4,215",,,1,172,3,831,,,24,"75,846",54,"33,462",162,"4,921","142,192"
104714221,19,"1,956",2,"1,405",34,"47,538",3,444,7,"2,841",18,"1,837",35,"6,983",43,"57,582",25,"3,029",9,"1,855",31,"21,442",27,"7,138",76,"3,105","157,155"
104735002,21,925,23,"8,537",36,"44,187",,,33,"14,261",52,"5,788",30,"9,995",32,"10,612",13,"2,455",11,"1,416",37,"48,714",44,"12,927",40,"1,101","160,918"
104738363,2,139,1,227,14,"4,601",,,45,"10,916",11,447,4,"1,082",18,"19,233",,,1,"6,600",31,"101,138",16,"5,048",24,"1,258","150,689"
104744254,68,"6,981",,,24,"52,038",2,79,7,373,76,"8,505",47,"3,662",8,"1,733",21,"2,337",12,"20,722",29,"41,424",26,"5,548",456,"9,637","153,039"
104748397,46,"2,231",3,385,30,"8,207",7,"1,588",3,639,30,"1,349",55,"5,628",13,"3,752",,,2,563,53,"95,620",43,"7,059",95,"1,631","128,652"
104755151,42,"9,799",11,"3,733",6,"1,626",,,2,257,99,"54,834",,,2,571,2,56,,,3,"4,894",46,"50,864",112,"2,767","129,401"
104762598,3,221,6,"1,259",23,"4,956",,,28,"8,791",1,15,2,168,52,"20,022",9,"1,502",15,"58,935",25,"159,074",40,"8,584",21,861,"264,388"
104824786,214,"20,638",1,"1,855",115,"24,111",13,"7,281",2,177,123,"10,010",7,"1,423",19,"5,924",2,772,1,236,10,"8,084",120,"36,189",350,"9,414","126,114"
104834045,32,"9,400",4,"6,604",11,"2,683",4,"4,320",21,"13,470",55,"22,753",25,"8,156",12,"8,041",,,5,"121,630",58,"185,832",28,"28,237",33,"7,945","419,071"
104897944,37,"3,300",,,1,498,,,,,16,966,7,"2,597",1,"1,161",,,24,"102,528",4,"4,020",20,"13,281",34,923,"129,274"
104914696,15,"3,378",1,659,17,"11,178",6,"9,057",6,"1,114",23,"6,398",1,20,13,"5,565",8,"1,395",1,380,83,"141,230",14,"5,047",97,"3,135","188,555"
104928618,242,"11,248",1,1,19,294,,,,,243,"13,217",,,16,"16,511",20,"17,204",,,121,"106,457",40,"9,136",202,"3,454","177,520"
105008827,26,"1,182",,,31,"6,129",1,29,17,"12,764",8,684,1,135,1,118,1,80,1,39,27,"116,372",15,"2,655",109,"2,203","142,390"
105033532,83,"3,251",13,"5,964",18,"11,154",,,2,"2,155",55,"2,527",13,"1,276",20,"11,165",,,8,"48,556",16,"22,461",27,"8,442",163,"6,489","123,440"
105062443,52,"4,126",7,93,11,"8,813",3,92,1,198,20,"1,892",,,92,"23,010",,,19,"65,498",52,"81,239",19,"4,716",176,"3,372","193,047"
105071338,45,"7,121",5,"3,583",17,"3,303",1,"1,590",,,20,"1,582",1,166,13,"7,850",1,502,1,"24,831",34,"84,927",11,"2,908",68,"2,371","140,733"
105108576,58,"8,107",2,741,49,"63,520",3,615,37,"9,464",27,"4,063",36,"7,417",16,"7,899",3,"1,364",3,"11,868",13,"8,202",16,"3,321",36,607,"127,186"
105108721,35,423,,,4,"1,746",,,4,"1,396",28,205,9,"1,942",38,"13,143",5,"1,608",8,"19,920",91,"114,615",8,"1,520",206,"3,803","160,319"
105114805,186,"10,487",11,678,18,"2,367",1,"1,540",15,"4,846",141,"6,879",29,"6,311",67,"30,797",2,242,8,"3,346",38,"43,770",49,"8,182",650,"15,549","134,995"
105146839,33,"11,930",7,"5,570",37,"29,624",3,"2,758",8,"6,003",45,"15,716",71,"29,994",33,"19,374",,,3,499,8,"7,310",27,"11,722",17,762,"141,261"
105161631,176,"5,209",11,"2,077",69,"24,942",,,18,"3,847",137,"4,995",26,"9,278",44,"13,359",16,809,5,"42,570",25,"35,390",38,"4,997",275,"4,212","151,685"
105222704,1,6,,,15,"2,250",,,,,8,683,,,14,"7,014",1,"2,230",16,"133,360",25,"58,418",10,"1,590",44,"1,406","206,956"
105248609,6,932,9,"4,062",11,"1,993",,,2,88,2,110,,,4,"2,525",9,"1,341",7,"118,304",2,"1,320",17,"6,518",47,"1,402","138,595"
105265584,13,461,1,395,2,213,,,4,"1,630",54,"4,388",8,"5,637",1,590,,,12,"394,958",5,"13,375",1,251,46,"1,018","422,916"
105282751,3,84,16,"5,686",28,"5,665",,,31,"4,695",5,198,26,"4,115",81,"55,443",19,"3,547",3,"22,148",9,"20,109",55,"9,031",77,"3,314","134,036"
105291097,61,"4,934",,,3,271,,,2,378,39,"5,072",16,"6,781",,,,,,,57,"105,542",19,"10,574",118,"3,212","136,764"
105292847,52,"4,116",7,"1,935",25,"9,630",,,21,"7,031",81,"7,515",29,"4,324",18,"17,370",4,333,19,"37,425",32,"26,548",16,"3,778",161,"7,368","127,373"
105298192,,,2,763,34,"18,849",,,50,"20,419",3,182,25,"3,647",53,"60,600",21,"4,329",,,6,"15,510",42,"11,937",33,"2,091","138,325"
105308776,23,"2,000",1,580,19,"4,024",1,43,1,58,10,635,14,"3,453",16,"51,953",28,"36,013",4,"12,580",7,"14,360",12,"2,175",37,957,"128,831"
105328361,15,"2,740",,,2,"2,569",,,2,"3,722",23,"7,143",,,,,1,"1,573",2,"33,100",29,"130,590",1,20,3,75,"181,532"
105338666,13,744,3,"4,755",9,821,1,184,6,"2,053",5,838,10,"2,258",13,"4,845",8,"2,260",7,"86,775",31,"78,698",49,"16,192",52,"1,185","201,607"
105354161,69,"4,407",2,34,72,"131,257",,,3,"1,304",29,"1,093",,,3,"1,262",,,17,"3,993",22,"19,097",22,"4,071",159,"3,289","169,806"
105363133,108,"17,711",,,12,"8,292",1,12,19,"11,908",80,"4,868",3,151,22,"10,163",4,771,4,"25,260",29,"45,654",18,"6,055",88,"2,983","133,827"
105368452,37,"6,074",7,"3,316",11,"6,071",1,220,13,"2,884",38,"3,638",11,"3,943",6,"1,712",,,8,"97,320",6,626,5,664,60,"2,574","129,043"
105376615,55,"5,257",6,420,61,"54,326",3,"2,123",27,"6,740",37,"3,367",2,252,67,"15,249",1,24,14,"30,797",29,"17,445",19,"2,911",122,"3,520","142,430"
105383303,57,"9,142",5,"3,235",22,"14,222",5,"1,509",42,"9,136",68,"1,965",6,"1,192",18,"1,448",32,"7,006",11,"18,239",59,"59,983",61,"7,670",242,"4,796","139,543"
105385406,69,"20,137",27,"14,619",22,"5,885",6,"1,111",27,"17,690",28,"5,044",16,"1,254",47,"33,992",1,180,2,"5,470",27,"24,702",29,"11,075",106,"2,618","143,778"
105409357,47,"2,334",9,"1,240",37,"4,259",,,4,226,29,848,17,"1,455",31,"24,595",6,342,2,302,63,"57,822",120,"29,019",180,"3,664","126,106"
105410182,100,"29,833",2,977,8,"1,452",1,152,13,"6,403",100,"10,229",2,308,15,"11,796",8,"3,346",4,"13,715",31,"45,475",38,"13,361",56,"2,648","139,695"
105438898,288,"32,837",30,"9,754",89,"76,516",9,"1,653",53,"16,776",249,"25,897",58,"9,065",79,"18,843",11,"3,926",28,"120,151",97,"140,007",79,"8,613",186,"8,385","472,421"
105448222,117,"10,189",1,261,25,"4,447",,,1,775,41,"1,845",1,218,20,"1,496",3,358,26,"61,567",53,"87,111",54,"8,504",99,"1,751","178,523"
105465299,26,"5,203",12,"7,630",20,"55,174",1,"1,340",14,"6,084",37,"1,953",6,975,7,"58,973",6,779,2,"27,205",22,"34,075",9,"5,327",107,"2,320","207,039"
105470251,24,"2,821",,,17,"3,009",,,13,"3,435",14,"1,402",2,48,8,"3,453",4,720,6,"40,798",68,"44,169",5,943,88,"5,046","105,844"
105491391,263,"16,503",15,"17,101",40,"21,154",4,488,56,"22,278",142,"10,195",153,"12,382",48,"31,931",16,"1,936",25,"30,621",31,"44,245",100,"26,607",733,"13,365","248,805"
105495951,2,64,10,"5,851",17,"13,226",,,40,"16,771",6,368,6,"4,052",3,"1,204",8,"6,439",8,"333,671",7,"4,090",4,"5,605",16,374,"391,713"
105499161,18,"1,550",40,"13,424",47,"57,977",3,"3,370",18,"21,502",23,"1,406",10,"1,358",35,"22,351",1,70,,,,,11,"1,621",63,"2,336","126,965"
105536434,22,435,7,"1,370",25,"3,129",,,25,"2,801",42,958,11,"1,385",35,"89,932",2,249,9,"10,282",50,"24,276",70,"16,903",54,"1,232","152,950"
105560879,250,"5,374",12,"3,199",3,105,1,20,,,183,"4,050",3,"2,129",6,"32,455",4,144,2,"50,100",20,"21,525",10,"1,530",58,"1,862","122,491"
105561516,33,"4,228",4,"2,441",15,"27,082",1,42,5,"2,682",16,"1,214",3,"1,996",8,"5,772",4,"1,151",4,"84,802",6,"8,174",25,"6,791",50,"1,485","147,857"
105638063,47,"6,525",19,"12,068",5,154,1,3,,,33,"5,411",4,55,52,"45,088",4,"1,147",3,"13,660",28,"58,957",24,"9,093",148,"2,215","154,376"
105660769,,,,,,,,,,,,,,,,,,,,,4,"120,421",,,,,"120,421"
105711173,58,"9,005",,,23,"2,628",7,695,8,"5,987",51,"4,926",1,18,7,"2,423",,,1,20,44,"81,087",28,"12,583",154,"10,120","129,492"
105714359,75,"1,869",,,6,493,2,119,3,652,29,862,13,"7,039",23,"10,760",5,245,15,"51,251",36,"37,160",46,"11,721",438,"8,935","131,105"
105727111,76,"7,111",2,"1,121",16,"35,018",,,15,"6,245",41,"8,444",16,"4,669",10,"2,019",2,"1,778",3,"16,875",25,"32,776",25,"15,293",114,"3,530","134,878"
105728415,128,"2,977",12,"2,487",98,"36,039",8,229,48,"13,311",126,"2,865",53,"4,069",44,"17,676",6,"1,130",1,18,58,"35,918",84,"11,667",133,"5,310","133,696"
105729686,160,"18,953",2,548,25,"3,378",1,12,15,"4,156",93,"8,136",6,"5,910",31,"19,944",14,381,4,542,43,"61,356",31,"12,900",308,"4,680","140,896"
105738267,48,"3,453",4,"1,724",28,"7,679",,,20,"10,758",32,"2,645",14,"4,018",8,"1,931",,,1,"6,300",37,"84,162",24,"6,163",76,"1,466","130,298"
105751827,139,"20,042",4,"1,937",32,"6,702",,,88,"40,012",47,"6,438",68,"20,043",30,"18,715",20,"1,739",1,34,1,"1,026",49,"11,873",48,"2,051","130,612"
105760884,,,,,,,,,4,983,2,49,,,88,"266,667",1,299,,,152,"273,985",5,"3,744",12,309,"546,036"
105799355,63,"11,414",9,"1,400",27,"10,396",,,16,"9,788",100,"8,529",3,828,5,"2,314",,,3,"25,820",55,"219,031",25,"17,165",159,"7,857","314,543"
105809744,39,"2,377",1,650,21,"19,444",1,187,25,"15,922",17,"2,250",30,"4,205",17,"10,561",3,"1,192",,,47,"61,991",15,"2,364",77,"1,256","122,399"
105815561,17,"1,774",7,"2,562",10,777,1,14,2,"3,098",23,"4,459",7,441,21,"23,801",1,11,3,"3,099",46,"85,010",21,"6,494",51,"1,212","132,752"
105820575,52,"11,435",,,16,"22,323",1,52,15,"4,680",38,"7,739",10,"2,812",11,"2,324",,,,,27,"64,177",26,"21,894",47,"1,791","139,228"
105835599,5,"1,226",,,2,"2,500",,,36,"87,556",20,"11,391",7,"1,152",,,,,,,51,"148,626",50,"29,961",3,22,"282,434"
105867763,101,"7,467",13,"2,112",31,"22,798",,,70,"14,358",99,"5,110",61,"3,390",54,"28,959",11,"1,901",4,"13,565",17,"19,366",30,"3,703",303,"9,031","131,761"
105873823,95,"6,126",19,"10,579",9,"17,050",,,48,"21,027",33,"2,231",2,737,15,"17,171",3,27,1,"52,960",118,"224,567",30,"16,852",188,"3,838","373,166"
105877364,48,"3,852",36,"18,241",21,"34,533",3,153,43,"17,175",52,"60,269",2,108,55,"19,868",10,"1,042",22,"88,078",42,"63,925",57,"10,474",104,"3,903","321,620"
105877611,15,"1,017",3,"3,052",2,173,1,19,66,"51,294",37,"1,786",17,"5,194",10,"24,977",1,69,,,28,"104,557",23,"12,687",47,"1,596","206,421"
105899141,133,"25,249",7,235,19,"3,283",,,1,140,35,"21,025",59,"6,405",3,"2,639",,,,,111,"113,872",5,"1,861",100,"2,225","176,934"
105900176,38,"8,818",1,876,27,"37,525",8,"2,211",28,"10,819",96,"21,464",9,"3,694",14,"22,379",10,"3,576",3,"25,999",61,"97,367",39,"19,689",106,"3,812","258,229"
105915945,62,"11,906",8,"12,412",29,"7,588",,,2,325,40,"9,496",6,979,8,"2,232",,,6,"6,065",31,"54,976",50,"12,170",274,"7,789","125,936"
105920045,45,"8,259",9,"5,314",12,"8,994",2,263,19,"4,630",14,"1,195",1,"2,400",5,553,,,5,"34,579",39,"114,974",27,"5,708",96,"3,323","190,191"
105923381,76,"7,062",5,"1,805",19,"15,306",2,158,13,"3,092",77,"8,036",9,"3,594",10,"4,201",2,91,8,"118,345",10,"4,281",7,"1,162",162,"2,898","170,031"
105961812,18,836,10,836,1,315,,,292,"106,333",24,"1,064",5,314,1,85,4,221,,,5,"4,160",14,"2,502",32,936,"117,602"
105974161,19,"2,223",,,12,"4,574",1,222,56,"44,046",13,"1,188",10,"2,223",62,"32,938",,,2,"10,715",25,"27,616",20,"4,713",91,"1,336","131,795"
106000201,44,"5,975",5,781,12,"1,308",,,10,"1,148",16,"1,863",25,"4,142",10,"17,189",23,"3,784",30,"82,860",44,"85,445",12,"3,441",156,"4,706","212,641"
106003035,10,912,,,2,264,,,11,"3,812",4,814,11,"3,297",7,"7,498",,,17,"79,666",32,"53,000",8,764,8,"1,056","151,082"
106003048,22,"4,985",,,29,"119,805",,,9,"7,103",3,576,15,"1,860",3,"5,366",,,11,"19,287",11,"40,514",22,"7,678",23,965,"208,140"
106057883,11,437,4,"1,510",48,"28,586",,,50,"19,378",21,"1,232",,,,,,,,,150,"160,981",46,"4,322",100,"3,614","220,061"
106063144,60,"8,434",27,"11,064",28,"42,399",3,"1,936",5,"1,043",34,"4,237",3,236,10,"2,775",1,126,6,"32,798",14,"15,685",32,"10,476",78,"3,152","134,360"
106065081,89,"5,464",5,"6,302",66,"30,328",1,14,50,"25,630",32,"1,605",12,"1,149",8,"1,057",2,194,,,16,"22,774",78,"21,225",306,"6,820","122,562"
106146626,39,"1,077",3,"1,431",14,"1,990",2,263,37,"11,451",23,"1,341",56,"7,865",22,"8,419",25,"4,222",16,"13,546",61,"169,957",17,"2,127",209,"4,980","228,669"
106150953,68,"3,533",11,"1,218",45,"22,317",2,"4,645",11,756,45,"2,855",55,"4,430",157,"39,925",16,996,20,"17,996",26,"21,237",69,"9,887",162,"4,196","133,990"
106223509,87,"19,283",10,"4,188",75,"20,750",2,180,41,"9,107",131,"26,254",60,"9,249",55,"27,311",35,"5,109",6,"8,140",6,"12,616",55,"8,315",397,"13,423","163,925"
106265252,6,128,,,3,"9,979",,,,,6,433,,,,,,,1,205,22,"264,245",9,"2,213",80,"1,989","279,192"
106269094,127,"5,028",7,"3,368",20,"6,458",2,142,14,"3,513",42,782,2,95,28,"20,908",4,180,15,"138,086",30,"29,120",13,"3,269",157,"5,035","215,984"
106286063,12,"3,471",1,310,14,"8,663",3,107,12,"7,188",3,89,32,"8,747",9,"24,481",,,3,"12,719",9,"54,080",11,"5,343",54,"1,774","126,973"
106299307,26,"5,431",,,5,"2,466",1,65,,,22,"1,583",3,249,4,897,,,2,157,15,"95,853",23,"15,820",45,"1,284","123,806"
106325965,224,"11,437",32,"4,406",89,"29,414",,,17,"5,753",98,"6,318",64,"4,276",58,"14,819",10,"4,497",9,"2,744",71,"26,429",66,"11,633",389,"7,217","128,942"
106379419,32,"19,097",6,"4,910",10,"5,770",,,28,"22,011",11,"20,442",8,"1,718",3,"3,360",3,"1,152",6,"40,028",12,"8,617",22,"13,995",46,"1,244","142,344"
106394837,21,664,2,0,38,"24,056",,,22,"7,548",29,638,,,17,"4,928",12,267,8,"75,433",23,"4,252",20,"1,435",89,"8,264","127,484"
106410569,139,"35,226",16,"23,932",76,"56,839",,,1,247,122,"37,827",5,"1,297",5,"2,706",,,,,13,"15,403",60,"24,651",462,"19,083","217,211"
106410584,42,"8,152",6,"6,013",3,973,1,132,31,"24,033",16,"1,106",1,260,17,"3,168",2,256,3,"10,678",41,"178,228",13,"3,094",65,"1,888","237,981"
106429067,66,"8,244",1,"1,300",86,"166,746",2,"1,493",40,"38,571",64,"14,798",33,"2,620",19,"4,611",36,"2,929",22,"113,274",35,"25,266",44,"10,315",166,"4,746","394,912"
106443781,3,"1,127",,,,,,,4,"5,417",7,"1,884",22,"28,107",13,"11,721",,,2,"52,500",10,"30,030",11,"3,013",8,389,"134,188"
106476675,27,"1,042",1,20,5,591,,,,,12,200,1,40,5,126,,,,,117,"111,904",10,"1,653",73,"1,794","117,370"
106504737,57,"7,667",8,"3,455",6,"1,053",1,92,10,965,63,"13,508",1,112,9,"2,401",2,622,,,62,"89,790",43,"11,878",60,"1,898","133,442"
106526361,64,"59,347",1,296,18,"2,757",,,3,418,11,940,4,353,31,"7,527",,,,,37,"54,776",20,"3,146",17,527,"130,086"
106529483,16,"1,323",4,"1,252",14,"2,273",,,13,"1,872",9,650,14,"2,750",3,"2,278",,,19,"60,815",11,"44,369",9,"4,892",67,"2,934","125,407"
106530105,26,"2,214",,,28,"49,304",1,120,6,"6,782",50,"5,520",8,"2,733",3,421,,,,,30,"43,566",43,"20,239",52,"1,187","132,086"
106533091,75,"7,050",2,494,15,"3,426",1,270,3,339,48,"4,408",13,"4,822",28,"90,586",19,"1,683",,,6,"9,280",21,"4,441",82,"3,679","130,478"
106558721,84,"2,538",10,"4,263",81,"35,493",30,"4,193",26,"4,940",55,"3,290",26,"2,235",37,"20,959",33,"4,941",3,"4,078",8,"19,616",39,"7,113",333,"9,176","122,833"
106566438,36,"7,447",20,"17,113",7,"6,202",,,,,31,"6,148",,,12,"8,922",,,13,"34,262",28,"40,554",37,"15,333",145,"4,274","140,255"
106602881,59,"1,711",7,"4,739",19,"4,865",,,5,682,85,"3,710",7,"8,462",48,"58,509",4,72,5,"6,406",10,"32,800",30,"5,735",253,"9,628","137,318"
106614804,90,"8,719",23,"9,689",50,"76,233",,,20,"14,542",25,"1,199",14,"1,676",30,"14,706",24,"1,070",1,316,,,17,"2,791",5,80,"131,020"
106625886,90,"25,630",11,"2,823",25,"8,330",,,27,"11,850",73,"6,151",9,"1,208",60,"22,774",3,478,8,"29,200",13,"13,414",26,"4,758",121,"3,520","130,136"
106634874,78,-1,150,"25,820",28,"5,871",3,180,5,-30,56,13,,,95,"33,038",21,351,21,"60,000",14,"10,485",30,"1,005",20,40,"136,771"
106657067,12,"1,903",5,"2,174",30,"30,691",,,5,975,12,"1,216",6,690,7,"6,980",1,13,5,"61,850",9,"17,697",18,"6,688",77,"1,432","132,309"
106720325,48,"3,686",8,"2,995",9,"10,982",,,10,"2,734",25,"1,484",8,713,17,"3,051",11,485,2,100,104,"92,950",32,"6,023",153,"4,157","129,358"
106720996,130,"9,753",4,"1,583",4,"1,292",,,10,"1,152",78,"7,082",32,"5,951",34,"73,726",,,4,345,19,"9,355",31,"8,133",75,"2,376","120,748"
106736801,46,"3,039",14,"2,696",18,"5,675",,,7,"2,665",24,"2,411",1,77,61,"14,649",3,281,9,"116,430",20,"23,933",21,"5,696",44,"2,200","179,751"
106780921,26,"2,113",4,442,13,"2,584",,,7,"6,536",22,941,6,"1,380",12,"19,826",2,85,,,31,"90,520",21,"7,180",69,"1,920","133,527"
106805221,,,2,"1,890",8,"9,105",,,6,"3,728",,,4,464,5,"1,618",,,3,"109,140",1,"7,560",2,375,5,129,"134,010"
106806986,62,"2,968",9,"1,989",40,"8,028",,,43,"10,385",38,"2,461",40,"11,689",32,"10,807",10,"1,366",2,"5,340",60,"68,154",32,"12,761",166,"4,698","140,647"
106828042,71,"7,044",6,"1,684",4,"2,528",1,160,35,"9,588",64,"4,712",33,"8,139",104,"48,439",3,316,7,"19,400",50,"30,724",15,"4,734",121,"4,970","142,436"
106862833,48,"5,186",,,23,"34,487",3,434,4,167,17,"1,637",,,4,"3,683",1,197,8,"51,485",13,"21,787",19,"8,473",81,"2,420","129,956"
106866781,34,"11,290",3,952,25,"18,221",2,"4,280",26,"9,901",24,"4,084",56,"13,850",2,"2,580",,,8,"137,563",21,"7,920",20,"3,981",19,548,"215,168"
106879189,12,259,13,"2,868",6,"3,199",3,301,23,"2,223",7,183,14,"1,476",60,"89,041",138,"27,514",,,14,"4,613",21,"6,303",52,990,"138,970"
106880761,6,"2,684",15,"4,444",12,"11,931",2,40,33,"15,504",3,435,,,40,"12,240",8,617,5,"18,540",39,"40,072",11,"3,598",21,624,"110,729"
106886821,43,"5,425",,,7,"4,937",2,0,53,"12,233",44,"6,309",15,"3,411",15,"3,193",,,7,"42,008",29,"32,390",31,"13,134",112,"2,594","125,634"
106897821,23,"2,627",20,"5,343",18,"1,577",1,100,15,"3,112",18,"1,605",3,373,36,"13,722",6,"1,049",6,"86,080",21,"47,734",16,"3,830",23,"1,213","168,365"
106931371,59,"4,937",4,"1,074",33,"12,133",3,247,13,"2,359",21,"1,789",,,15,"3,342",29,"5,196",23,"18,446",100,"86,104",119,"48,191",77,"2,047","185,864"
106931698,100,"6,693",15,"3,856",54,"23,088",4,204,10,"2,046",65,"7,005",24,"2,119",21,"11,069",10,310,9,"53,391",10,"7,984",38,"4,130",244,"5,938","127,833"
106966957,38,"1,986",4,"1,809",34,"11,329",2,725,18,"6,867",29,"1,655",,,75,"31,253",3,"1,115",20,"8,822",82,"68,130",14,"4,109",62,"1,393","139,193"
106999509,37,"4,249",1,129,39,"55,253",1,28,12,"8,941",47,"4,332",39,"12,351",32,"35,575",8,"1,918",3,"23,765",3,"6,053",39,"17,007",102,"1,840","171,439"
107019728,18,"1,541",2,"1,610",17,"39,297",4,"1,114",18,"11,893",10,"1,471",8,"2,170",25,"6,541",2,388,2,"23,600",30,"41,790",14,"2,646",39,734,"134,794"
107028807,18,"3,614",1,22,55,"70,694",6,"6,859",2,710,10,"1,572",10,"1,218",24,"9,546",2,66,3,"6,870",30,"46,983",6,"3,071",46,"3,018","154,243"
107032692,88,"13,185",13,"4,652",39,"8,694",1,100,48,"15,741",60,"6,989",75,"17,601",55,"26,740",14,"2,863",5,"9,722",52,"60,771",73,"19,791",276,"7,032","193,881"
